start
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1 with read ROI [700:5700, 368:4368, 4368:8368] (5000, 4000, 4000) and write ROI [700:5700, 368:4368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12567 with read ROI [80700:85700, 16368:20368, 84368:88368] (5000, 4000, 4000) and write ROI [80700:85700, 16368:20368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5207 with read ROI [80700:85700, 20368:24368, 36368:40368] (5000, 4000, 4000) and write ROI [80700:85700, 20368:24368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9386 with read ROI [80700:85700, 20368:24368, 64368:68368] (5000, 4000, 4000) and write ROI [80700:85700, 20368:24368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/18671 with read ROI [80700:85700, 20368:24368, 104368:108368] (5000, 4000, 4000) and write ROI [80700:85700, 20368:24368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2869 with read ROI [80700:85700, 24368:28368, 8368:12368] (5000, 4000, 4000) and write ROI [80700:85700, 24368:28368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3545 with read ROI [80700:85700, 24368:28368, 16368:20368] (5000, 4000, 4000) and write ROI [80700:85700, 24368:28368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4764 with read ROI [80700:85700, 24368:28368, 28368:32368] (5000, 4000, 4000) and write ROI [80700:85700, 24368:28368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10149 with read ROI [80700:85700, 24368:28368, 64368:68368] (5000, 4000, 4000) and write ROI [80700:85700, 24368:28368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5748 with read ROI [80700:85700, 28368:32368, 32368:36368] (5000, 4000, 4000) and write ROI [80700:85700, 28368:32368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/15472 with read ROI [80700:85700, 28368:32368, 84368:88368] (5000, 4000, 4000) and write ROI [80700:85700, 28368:32368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7456 with read ROI [80700:85700, 32368:36368, 40368:44368] (5000, 4000, 4000) and write ROI [80700:85700, 32368:36368, 40368:44368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/17612 with read ROI [80700:85700, 32368:36368, 88368:92368] (5000, 4000, 4000) and write ROI [80700:85700, 32368:36368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/11821 with read ROI [80700:85700, 36368:40368, 60368:64368] (5000, 4000, 4000) and write ROI [80700:85700, 36368:40368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/15521 with read ROI [80700:85700, 36368:40368, 76368:80368] (5000, 4000, 4000) and write ROI [80700:85700, 36368:40368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8137 with read ROI [80700:85700, 40368:44368, 36368:40368] (5000, 4000, 4000) and write ROI [80700:85700, 40368:44368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/16582 with read ROI [80700:85700, 40368:44368, 76368:80368] (5000, 4000, 4000) and write ROI [80700:85700, 40368:44368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8830 with read ROI [80700:85700, 44368:48368, 36368:40368] (5000, 4000, 4000) and write ROI [80700:85700, 44368:48368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/15574 with read ROI [80700:85700, 44368:48368, 68368:72368] (5000, 4000, 4000) and write ROI [80700:85700, 44368:48368, 68368:72368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8192 with read ROI [80700:85700, 48368:52368, 28368:32368] (5000, 4000, 4000) and write ROI [80700:85700, 48368:52368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/21247 with read ROI [80700:85700, 48368:52368, 84368:88368] (5000, 4000, 4000) and write ROI [80700:85700, 48368:52368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/11931 with read ROI [80700:85700, 52368:56368, 44368:48368] (5000, 4000, 4000) and write ROI [80700:85700, 52368:56368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/26686 with read ROI [80700:85700, 52368:56368, 96368:100368] (5000, 4000, 4000) and write ROI [80700:85700, 52368:56368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/13725 with read ROI [80700:85700, 56368:60368, 48368:52368] (5000, 4000, 4000) and write ROI [80700:85700, 56368:60368, 48368:52368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/25285 with read ROI [80700:85700, 56368:60368, 88368:92368] (5000, 4000, 4000) and write ROI [80700:85700, 56368:60368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/13756 with read ROI [80700:85700, 60368:64368, 44368:48368] (5000, 4000, 4000) and write ROI [80700:85700, 60368:64368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/23938 with read ROI [80700:85700, 60368:64368, 80368:84368] (5000, 4000, 4000) and write ROI [80700:85700, 60368:64368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/13788 with read ROI [80700:85700, 64368:68368, 40368:44368] (5000, 4000, 4000) and write ROI [80700:85700, 64368:68368, 40368:44368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/20144 with read ROI [80700:85700, 64368:68368, 64368:68368] (5000, 4000, 4000) and write ROI [80700:85700, 64368:68368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/33053 with read ROI [80700:85700, 64368:68368, 100368:104368] (5000, 4000, 4000) and write ROI [80700:85700, 64368:68368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/34764 with read ROI [80700:85700, 64368:68368, 104368:108368] (5000, 4000, 4000) and write ROI [80700:85700, 64368:68368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/36534 with read ROI [80700:85700, 64368:68368, 108368:111944] (5000, 4000, 3576) and write ROI [80700:85700, 64368:68368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7122 with read ROI [80700:85700, 68368:72368, 368:4368] (5000, 4000, 4000) and write ROI [80700:85700, 68368:72368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7717 with read ROI [80700:85700, 68368:72368, 4368:8368] (5000, 4000, 4000) and write ROI [80700:85700, 68368:72368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8347 with read ROI [80700:85700, 68368:72368, 8368:12368] (5000, 4000, 4000) and write ROI [80700:85700, 68368:72368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9013 with read ROI [80700:85700, 68368:72368, 12368:16368] (5000, 4000, 4000) and write ROI [80700:85700, 68368:72368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9716 with read ROI [80700:85700, 68368:72368, 16368:20368] (5000, 4000, 4000) and write ROI [80700:85700, 68368:72368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10457 with read ROI [80700:85700, 68368:72368, 20368:24368] (5000, 4000, 4000) and write ROI [80700:85700, 68368:72368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/19001 with read ROI [80700:85700, 68368:72368, 56368:60368] (5000, 4000, 4000) and write ROI [80700:85700, 68368:72368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/33086 with read ROI [80700:85700, 68368:72368, 96368:100368] (5000, 4000, 4000) and write ROI [80700:85700, 68368:72368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/20211 with read ROI [80700:85700, 72368:76368, 56368:60368] (5000, 4000, 4000) and write ROI [80700:85700, 72368:76368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/29871 with read ROI [80700:85700, 72368:76368, 84368:88368] (5000, 4000, 4000) and write ROI [80700:85700, 72368:76368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/21471 with read ROI [80700:85700, 76368:80368, 56368:60368] (5000, 4000, 4000) and write ROI [80700:85700, 76368:80368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/31502 with read ROI [80700:85700, 76368:80368, 84368:88368] (5000, 4000, 4000) and write ROI [80700:85700, 76368:80368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/17978 with read ROI [80700:85700, 80368:84368, 40368:44368] (5000, 4000, 4000) and write ROI [80700:85700, 80368:84368, 40368:44368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/31538 with read ROI [80700:85700, 80368:84368, 80368:84368] (5000, 4000, 4000) and write ROI [80700:85700, 80368:84368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/21544 with read ROI [80700:85700, 84368:88368, 48368:52368] (5000, 4000, 4000) and write ROI [80700:85700, 84368:88368, 48368:52368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/40430 with read ROI [80700:85700, 84368:88368, 96368:100368] (5000, 4000, 4000) and write ROI [80700:85700, 84368:88368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/20357 with read ROI [80700:85700, 88368:92368, 40368:44368] (5000, 4000, 4000) and write ROI [80700:85700, 88368:92368, 40368:44368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/34977 with read ROI [80700:85700, 88368:92368, 80368:84368] (5000, 4000, 4000) and write ROI [80700:85700, 88368:92368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/33305 with read ROI [80700:85700, 92368:96368, 72368:76368] (5000, 4000, 4000) and write ROI [80700:85700, 92368:96368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/27112 with read ROI [80700:85700, 100368:103240, 48368:52368] (5000, 2872, 4000) and write ROI [80700:85700, 100368:103240, 48368:52368] (5000, 2872, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/40588 with read ROI [80700:85700, 100368:103240, 80368:84368] (5000, 2872, 4000) and write ROI [80700:85700, 100368:103240, 80368:84368] (5000, 2872, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/53271 with read ROI [80700:85700, 100368:103240, 104368:108368] (5000, 2872, 4000) and write ROI [80700:85700, 100368:103240, 104368:108368] (5000, 2872, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1710 with read ROI [85700:90700, 368:4368, 12368:16368] (5000, 4000, 4000) and write ROI [85700:90700, 368:4368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3095 with read ROI [85700:90700, 368:4368, 32368:36368] (5000, 4000, 4000) and write ROI [85700:90700, 368:4368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5130 with read ROI [85700:90700, 368:4368, 52368:56368] (5000, 4000, 4000) and write ROI [85700:90700, 368:4368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7940 with read ROI [85700:90700, 368:4368, 72368:76368] (5000, 4000, 4000) and write ROI [85700:90700, 368:4368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/11650 with read ROI [85700:90700, 368:4368, 92368:96368] (5000, 4000, 4000) and write ROI [85700:90700, 368:4368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1328 with read ROI [85700:90700, 4368:8368, 368:4368] (5000, 4000, 4000) and write ROI [85700:90700, 4368:8368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2488 with read ROI [85700:90700, 4368:8368, 20368:24368] (5000, 4000, 4000) and write ROI [85700:90700, 4368:8368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4248 with read ROI [85700:90700, 4368:8368, 40368:44368] (5000, 4000, 4000) and write ROI [85700:90700, 4368:8368, 40368:44368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6733 with read ROI [85700:90700, 4368:8368, 60368:64368] (5000, 4000, 4000) and write ROI [85700:90700, 4368:8368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10068 with read ROI [85700:90700, 4368:8368, 80368:84368] (5000, 4000, 4000) and write ROI [85700:90700, 4368:8368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/14378 with read ROI [85700:90700, 4368:8368, 100368:104368] (5000, 4000, 4000) and write ROI [85700:90700, 4368:8368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1978 with read ROI [85700:90700, 8368:12368, 8368:12368] (5000, 4000, 4000) and write ROI [85700:90700, 8368:12368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3132 with read ROI [85700:90700, 8368:12368, 24368:28368] (5000, 4000, 4000) and write ROI [85700:90700, 8368:12368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6752 with read ROI [85700:90700, 8368:12368, 56368:60368] (5000, 4000, 4000) and write ROI [85700:90700, 8368:12368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/13451 with read ROI [85700:90700, 8368:12368, 92368:96368] (5000, 4000, 4000) and write ROI [85700:90700, 8368:12368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3503 with read ROI [85700:90700, 12368:16368, 24368:28368] (5000, 4000, 4000) and write ROI [85700:90700, 12368:16368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/15407 with read ROI [85700:90700, 12368:16368, 96368:100368] (5000, 4000, 4000) and write ROI [85700:90700, 12368:16368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8018 with read ROI [85700:90700, 16368:20368, 56368:60368] (5000, 4000, 4000) and write ROI [85700:90700, 16368:20368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/16463 with read ROI [85700:90700, 16368:20368, 96368:100368] (5000, 4000, 4000) and write ROI [85700:90700, 16368:20368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8706 with read ROI [85700:90700, 20368:24368, 56368:60368] (5000, 4000, 4000) and write ROI [85700:90700, 20368:24368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/18694 with read ROI [85700:90700, 20368:24368, 100368:104368] (5000, 4000, 4000) and write ROI [85700:90700, 20368:24368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7433 with read ROI [85700:90700, 24368:28368, 44368:48368] (5000, 4000, 4000) and write ROI [85700:90700, 24368:28368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12634 with read ROI [85700:90700, 24368:28368, 72368:76368] (5000, 4000, 4000) and write ROI [85700:90700, 24368:28368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6301 with read ROI [85700:90700, 28368:32368, 32368:36368] (5000, 4000, 4000) and write ROI [85700:90700, 28368:32368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/14507 with read ROI [85700:90700, 28368:32368, 76368:80368] (5000, 4000, 4000) and write ROI [85700:90700, 28368:32368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6887 with read ROI [85700:90700, 32368:36368, 32368:36368] (5000, 4000, 4000) and write ROI [85700:90700, 32368:36368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/16557 with read ROI [85700:90700, 32368:36368, 80368:84368] (5000, 4000, 4000) and write ROI [85700:90700, 32368:36368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8138 with read ROI [85700:90700, 36368:40368, 36368:40368] (5000, 4000, 4000) and write ROI [85700:90700, 36368:40368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/16583 with read ROI [85700:90700, 36368:40368, 76368:80368] (5000, 4000, 4000) and write ROI [85700:90700, 36368:40368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7535 with read ROI [85700:90700, 40368:44368, 28368:32368] (5000, 4000, 4000) and write ROI [85700:90700, 40368:44368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/14585 with read ROI [85700:90700, 40368:44368, 64368:68368] (5000, 4000, 4000) and write ROI [85700:90700, 40368:44368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/26630 with read ROI [85700:90700, 40368:44368, 104368:108368] (5000, 4000, 4000) and write ROI [85700:90700, 40368:44368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/28115 with read ROI [85700:90700, 40368:44368, 108368:111944] (5000, 4000, 3576) and write ROI [85700:90700, 40368:44368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4483 with read ROI [85700:90700, 44368:48368, 368:4368] (5000, 4000, 4000) and write ROI [85700:90700, 44368:48368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4918 with read ROI [85700:90700, 44368:48368, 4368:8368] (5000, 4000, 4000) and write ROI [85700:90700, 44368:48368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5383 with read ROI [85700:90700, 44368:48368, 8368:12368] (5000, 4000, 4000) and write ROI [85700:90700, 44368:48368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5879 with read ROI [85700:90700, 44368:48368, 12368:16368] (5000, 4000, 4000) and write ROI [85700:90700, 44368:48368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6407 with read ROI [85700:90700, 44368:48368, 16368:20368] (5000, 4000, 4000) and write ROI [85700:90700, 44368:48368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7563 with read ROI [85700:90700, 44368:48368, 24368:28368] (5000, 4000, 4000) and write ROI [85700:90700, 44368:48368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/16638 with read ROI [85700:90700, 44368:48368, 68368:72368] (5000, 4000, 4000) and write ROI [85700:90700, 44368:48368, 68368:72368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8888 with read ROI [85700:90700, 48368:52368, 28368:32368] (5000, 4000, 4000) and write ROI [85700:90700, 48368:52368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/20052 with read ROI [85700:90700, 48368:52368, 76368:80368] (5000, 4000, 4000) and write ROI [85700:90700, 48368:52368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/13726 with read ROI [85700:90700, 52368:56368, 48368:52368] (5000, 4000, 4000) and write ROI [85700:90700, 52368:56368, 48368:52368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/25286 with read ROI [85700:90700, 52368:56368, 88368:92368] (5000, 4000, 4000) and write ROI [85700:90700, 52368:56368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/16728 with read ROI [85700:90700, 56368:60368, 56368:60368] (5000, 4000, 4000) and write ROI [85700:90700, 56368:60368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/26748 with read ROI [85700:90700, 56368:60368, 88368:92368] (5000, 4000, 4000) and write ROI [85700:90700, 56368:60368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/16760 with read ROI [85700:90700, 60368:64368, 52368:56368] (5000, 4000, 4000) and write ROI [85700:90700, 60368:64368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/29805 with read ROI [85700:90700, 60368:64368, 92368:96368] (5000, 4000, 4000) and write ROI [85700:90700, 60368:64368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/19002 with read ROI [85700:90700, 64368:68368, 56368:60368] (5000, 4000, 4000) and write ROI [85700:90700, 64368:68368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/25382 with read ROI [85700:90700, 64368:68368, 76368:80368] (5000, 4000, 4000) and write ROI [85700:90700, 64368:68368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/16827 with read ROI [85700:90700, 68368:72368, 44368:48368] (5000, 4000, 4000) and write ROI [85700:90700, 68368:72368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/26847 with read ROI [85700:90700, 68368:72368, 76368:80368] (5000, 4000, 4000) and write ROI [85700:90700, 68368:72368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/15827 with read ROI [85700:90700, 72368:76368, 36368:40368] (5000, 4000, 4000) and write ROI [85700:90700, 72368:76368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/31503 with read ROI [85700:90700, 72368:76368, 84368:88368] (5000, 4000, 4000) and write ROI [85700:90700, 72368:76368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/20283 with read ROI [85700:90700, 76368:80368, 48368:52368] (5000, 4000, 4000) and write ROI [85700:90700, 76368:80368, 48368:52368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/36673 with read ROI [85700:90700, 76368:80368, 92368:96368] (5000, 4000, 4000) and write ROI [85700:90700, 76368:80368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/21545 with read ROI [85700:90700, 80368:84368, 48368:52368] (5000, 4000, 4000) and write ROI [85700:90700, 80368:84368, 48368:52368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/31576 with read ROI [85700:90700, 80368:84368, 76368:80368] (5000, 4000, 4000) and write ROI [85700:90700, 80368:84368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/46480 with read ROI [85700:90700, 80368:84368, 108368:111944] (5000, 4000, 3576) and write ROI [85700:90700, 80368:84368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10638 with read ROI [85700:90700, 84368:88368, 368:4368] (5000, 4000, 4000) and write ROI [85700:90700, 84368:88368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12238 with read ROI [85700:90700, 84368:88368, 8368:12368] (5000, 4000, 4000) and write ROI [85700:90700, 84368:88368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/14002 with read ROI [85700:90700, 84368:88368, 16368:20368] (5000, 4000, 4000) and write ROI [85700:90700, 84368:88368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/15938 with read ROI [85700:90700, 84368:88368, 24368:28368] (5000, 4000, 4000) and write ROI [85700:90700, 84368:88368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/31614 with read ROI [85700:90700, 84368:88368, 72368:76368] (5000, 4000, 4000) and write ROI [85700:90700, 84368:88368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/21622 with read ROI [85700:90700, 88368:92368, 40368:44368] (5000, 4000, 4000) and write ROI [85700:90700, 88368:92368, 40368:44368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/31653 with read ROI [85700:90700, 88368:92368, 68368:72368] (5000, 4000, 4000) and write ROI [85700:90700, 88368:92368, 68368:72368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/48702 with read ROI [85700:90700, 88368:92368, 104368:108368] (5000, 4000, 4000) and write ROI [85700:90700, 88368:92368, 104368:108368] (5000, 4000, 4000)
