start
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10 with read ROI [700:5700, 368:4368, 12368:16368] (5000, 4000, 4000) and write ROI [700:5700, 368:4368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/28297 with read ROI [80700:85700, 68368:72368, 84368:88368] (5000, 4000, 4000) and write ROI [80700:85700, 68368:72368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/17907 with read ROI [80700:85700, 72368:76368, 48368:52368] (5000, 4000, 4000) and write ROI [80700:85700, 72368:76368, 48368:52368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/28331 with read ROI [80700:85700, 72368:76368, 80368:84368] (5000, 4000, 4000) and write ROI [80700:85700, 72368:76368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/19070 with read ROI [80700:85700, 76368:80368, 48368:52368] (5000, 4000, 4000) and write ROI [80700:85700, 76368:80368, 48368:52368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/33155 with read ROI [80700:85700, 76368:80368, 88368:92368] (5000, 4000, 4000) and write ROI [80700:85700, 76368:80368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/26917 with read ROI [80700:85700, 80368:84368, 68368:72368] (5000, 4000, 4000) and write ROI [80700:85700, 80368:84368, 68368:72368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/40393 with read ROI [80700:85700, 80368:84368, 100368:104368] (5000, 4000, 4000) and write ROI [80700:85700, 80368:84368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/42346 with read ROI [80700:85700, 80368:84368, 104368:108368] (5000, 4000, 4000) and write ROI [80700:85700, 80368:84368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/44362 with read ROI [80700:85700, 80368:84368, 108368:111944] (5000, 4000, 3576) and write ROI [80700:85700, 80368:84368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/11379 with read ROI [80700:85700, 84368:88368, 8368:12368] (5000, 4000, 4000) and write ROI [80700:85700, 84368:88368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12199 with read ROI [80700:85700, 84368:88368, 12368:16368] (5000, 4000, 4000) and write ROI [80700:85700, 84368:88368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/14909 with read ROI [80700:85700, 84368:88368, 24368:28368] (5000, 4000, 4000) and write ROI [80700:85700, 84368:88368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/29979 with read ROI [80700:85700, 84368:88368, 72368:76368] (5000, 4000, 4000) and write ROI [80700:85700, 84368:88368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/19181 with read ROI [80700:85700, 88368:92368, 36368:40368] (5000, 4000, 4000) and write ROI [80700:85700, 88368:92368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/44437 with read ROI [80700:85700, 88368:92368, 100368:104368] (5000, 4000, 4000) and write ROI [80700:85700, 88368:92368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/46517 with read ROI [80700:85700, 88368:92368, 104368:108368] (5000, 4000, 4000) and write ROI [80700:85700, 88368:92368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/48662 with read ROI [80700:85700, 88368:92368, 108368:111944] (5000, 4000, 3576) and write ROI [80700:85700, 88368:92368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/11456 with read ROI [80700:85700, 92368:96368, 368:4368] (5000, 4000, 4000) and write ROI [80700:85700, 92368:96368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12276 with read ROI [80700:85700, 92368:96368, 4368:8368] (5000, 4000, 4000) and write ROI [80700:85700, 92368:96368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/13137 with read ROI [80700:85700, 92368:96368, 8368:12368] (5000, 4000, 4000) and write ROI [80700:85700, 92368:96368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/14986 with read ROI [80700:85700, 92368:96368, 16368:20368] (5000, 4000, 4000) and write ROI [80700:85700, 92368:96368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/17011 with read ROI [80700:85700, 92368:96368, 24368:28368] (5000, 4000, 4000) and write ROI [80700:85700, 92368:96368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/19220 with read ROI [80700:85700, 92368:96368, 32368:36368] (5000, 4000, 4000) and write ROI [80700:85700, 92368:96368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/22896 with read ROI [80700:85700, 92368:96368, 44368:48368] (5000, 4000, 4000) and write ROI [80700:85700, 92368:96368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/40507 with read ROI [80700:85700, 92368:96368, 88368:92368] (5000, 4000, 4000) and write ROI [80700:85700, 92368:96368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7997 with read ROI [85700:90700, 12368:16368, 60368:64368] (5000, 4000, 4000) and write ROI [85700:90700, 12368:16368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/11707 with read ROI [85700:90700, 12368:16368, 80368:84368] (5000, 4000, 4000) and write ROI [85700:90700, 12368:16368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6232 with read ROI [85700:90700, 16368:20368, 44368:48368] (5000, 4000, 4000) and write ROI [85700:90700, 16368:20368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/11728 with read ROI [85700:90700, 16368:20368, 76368:80368] (5000, 4000, 4000) and write ROI [85700:90700, 16368:20368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7410 with read ROI [85700:90700, 20368:24368, 48368:52368] (5000, 4000, 4000) and write ROI [85700:90700, 20368:24368, 48368:52368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/17566 with read ROI [85700:90700, 20368:24368, 96368:100368] (5000, 4000, 4000) and write ROI [85700:90700, 20368:24368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10173 with read ROI [85700:90700, 24368:28368, 60368:64368] (5000, 4000, 4000) and write ROI [85700:90700, 24368:28368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/17589 with read ROI [85700:90700, 24368:28368, 92368:96368] (5000, 4000, 4000) and write ROI [85700:90700, 24368:28368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10977 with read ROI [85700:90700, 28368:32368, 60368:64368] (5000, 4000, 4000) and write ROI [85700:90700, 28368:32368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/21142 with read ROI [85700:90700, 28368:32368, 100368:104368] (5000, 4000, 4000) and write ROI [85700:90700, 28368:32368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/11822 with read ROI [85700:90700, 32368:36368, 60368:64368] (5000, 4000, 4000) and write ROI [85700:90700, 32368:36368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/18766 with read ROI [85700:90700, 32368:36368, 88368:92368] (5000, 4000, 4000) and write ROI [85700:90700, 32368:36368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12709 with read ROI [85700:90700, 36368:40368, 60368:64368] (5000, 4000, 4000) and write ROI [85700:90700, 36368:40368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/19968 with read ROI [85700:90700, 36368:40368, 88368:92368] (5000, 4000, 4000) and write ROI [85700:90700, 36368:40368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/11055 with read ROI [85700:90700, 40368:44368, 48368:52368] (5000, 4000, 4000) and write ROI [85700:90700, 40368:44368, 48368:52368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/25199 with read ROI [85700:90700, 40368:44368, 100368:104368] (5000, 4000, 4000) and write ROI [85700:90700, 40368:44368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/13667 with read ROI [85700:90700, 44368:48368, 56368:60368] (5000, 4000, 4000) and write ROI [85700:90700, 44368:48368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/26658 with read ROI [85700:90700, 44368:48368, 100368:104368] (5000, 4000, 4000) and write ROI [85700:90700, 44368:48368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12793 with read ROI [85700:90700, 48368:52368, 48368:52368] (5000, 4000, 4000) and write ROI [85700:90700, 48368:52368, 48368:52368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/23878 with read ROI [85700:90700, 48368:52368, 88368:92368] (5000, 4000, 4000) and write ROI [85700:90700, 48368:52368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/11962 with read ROI [85700:90700, 52368:56368, 40368:44368] (5000, 4000, 4000) and write ROI [85700:90700, 52368:56368, 40368:44368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/22582 with read ROI [85700:90700, 52368:56368, 80368:84368] (5000, 4000, 4000) and write ROI [85700:90700, 52368:56368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/11993 with read ROI [85700:90700, 56368:60368, 36368:40368] (5000, 4000, 4000) and write ROI [85700:90700, 56368:60368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/25317 with read ROI [85700:90700, 56368:60368, 84368:88368] (5000, 4000, 4000) and write ROI [85700:90700, 56368:60368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/15725 with read ROI [85700:90700, 60368:64368, 48368:52368] (5000, 4000, 4000) and write ROI [85700:90700, 60368:64368, 48368:52368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/25349 with read ROI [85700:90700, 60368:64368, 80368:84368] (5000, 4000, 4000) and write ROI [85700:90700, 60368:64368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/17874 with read ROI [85700:90700, 64368:68368, 52368:56368] (5000, 4000, 4000) and write ROI [85700:90700, 64368:68368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/29838 with read ROI [85700:90700, 64368:68368, 88368:92368] (5000, 4000, 4000) and write ROI [85700:90700, 64368:68368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/19036 with read ROI [85700:90700, 68368:72368, 52368:56368] (5000, 4000, 4000) and write ROI [85700:90700, 68368:72368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/38432 with read ROI [85700:90700, 68368:72368, 104368:108368] (5000, 4000, 4000) and write ROI [85700:90700, 68368:72368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/40323 with read ROI [85700:90700, 68368:72368, 108368:111944] (5000, 4000, 3576) and write ROI [85700:90700, 68368:72368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8417 with read ROI [85700:90700, 72368:76368, 368:4368] (5000, 4000, 4000) and write ROI [85700:90700, 72368:76368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9083 with read ROI [85700:90700, 72368:76368, 4368:8368] (5000, 4000, 4000) and write ROI [85700:90700, 72368:76368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9786 with read ROI [85700:90700, 72368:76368, 8368:12368] (5000, 4000, 4000) and write ROI [85700:90700, 72368:76368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10527 with read ROI [85700:90700, 72368:76368, 12368:16368] (5000, 4000, 4000) and write ROI [85700:90700, 72368:76368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/11307 with read ROI [85700:90700, 72368:76368, 16368:20368] (5000, 4000, 4000) and write ROI [85700:90700, 72368:76368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12127 with read ROI [85700:90700, 72368:76368, 20368:24368] (5000, 4000, 4000) and write ROI [85700:90700, 72368:76368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/21472 with read ROI [85700:90700, 72368:76368, 56368:60368] (5000, 4000, 4000) and write ROI [85700:90700, 72368:76368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/28367 with read ROI [85700:90700, 72368:76368, 76368:80368] (5000, 4000, 4000) and write ROI [85700:90700, 72368:76368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/16898 with read ROI [85700:90700, 76368:80368, 36368:40368] (5000, 4000, 4000) and write ROI [85700:90700, 76368:80368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/28403 with read ROI [85700:90700, 76368:80368, 72368:76368] (5000, 4000, 4000) and write ROI [85700:90700, 76368:80368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/20320 with read ROI [85700:90700, 80368:84368, 44368:48368] (5000, 4000, 4000) and write ROI [85700:90700, 80368:84368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/33229 with read ROI [85700:90700, 80368:84368, 80368:84368] (5000, 4000, 4000) and write ROI [85700:90700, 80368:84368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/22858 with read ROI [85700:90700, 84368:88368, 48368:52368] (5000, 4000, 4000) and write ROI [85700:90700, 84368:88368, 48368:52368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/42422 with read ROI [85700:90700, 84368:88368, 96368:100368] (5000, 4000, 4000) and write ROI [85700:90700, 84368:88368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/28517 with read ROI [85700:90700, 88368:92368, 60368:64368] (5000, 4000, 4000) and write ROI [85700:90700, 88368:92368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/46557 with read ROI [85700:90700, 88368:92368, 100368:104368] (5000, 4000, 4000) and write ROI [85700:90700, 88368:92368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/25641 with read ROI [85700:90700, 92368:96368, 48368:52368] (5000, 4000, 4000) and write ROI [85700:90700, 92368:96368, 48368:52368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/30097 with read ROI [85700:90700, 92368:96368, 60368:64368] (5000, 4000, 4000) and write ROI [85700:90700, 92368:96368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/36827 with read ROI [85700:90700, 92368:96368, 76368:80368] (5000, 4000, 4000) and write ROI [85700:90700, 92368:96368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/50953 with read ROI [85700:90700, 92368:96368, 104368:108368] (5000, 4000, 4000) and write ROI [85700:90700, 92368:96368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/13219 with read ROI [85700:90700, 96368:100368, 368:4368] (5000, 4000, 4000) and write ROI [85700:90700, 96368:100368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/14122 with read ROI [85700:90700, 96368:100368, 4368:8368] (5000, 4000, 4000) and write ROI [85700:90700, 96368:100368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/16058 with read ROI [85700:90700, 96368:100368, 12368:16368] (5000, 4000, 4000) and write ROI [85700:90700, 96368:100368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/18174 with read ROI [85700:90700, 96368:100368, 20368:24368] (5000, 4000, 4000) and write ROI [85700:90700, 96368:100368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/20478 with read ROI [85700:90700, 96368:100368, 28368:32368] (5000, 4000, 4000) and write ROI [85700:90700, 96368:100368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/22978 with read ROI [85700:90700, 96368:100368, 36368:40368] (5000, 4000, 4000) and write ROI [85700:90700, 96368:100368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/25682 with read ROI [85700:90700, 96368:100368, 44368:48368] (5000, 4000, 4000) and write ROI [85700:90700, 96368:100368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/30138 with read ROI [85700:90700, 96368:100368, 56368:60368] (5000, 4000, 4000) and write ROI [85700:90700, 96368:100368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/35098 with read ROI [85700:90700, 96368:100368, 68368:72368] (5000, 4000, 4000) and write ROI [85700:90700, 96368:100368, 68368:72368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/40589 with read ROI [85700:90700, 96368:100368, 80368:84368] (5000, 4000, 4000) and write ROI [85700:90700, 96368:100368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/46638 with read ROI [85700:90700, 96368:100368, 92368:96368] (5000, 4000, 4000) and write ROI [85700:90700, 96368:100368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/55618 with read ROI [85700:90700, 96368:100368, 108368:111944] (5000, 4000, 3576) and write ROI [85700:90700, 96368:100368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/17135 with read ROI [85700:90700, 100368:103240, 12368:16368] (5000, 2872, 4000) and write ROI [85700:90700, 100368:103240, 12368:16368] (5000, 2872, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/21745 with read ROI [85700:90700, 100368:103240, 28368:32368] (5000, 2872, 4000) and write ROI [85700:90700, 100368:103240, 28368:32368] (5000, 2872, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/27155 with read ROI [85700:90700, 100368:103240, 44368:48368] (5000, 2872, 4000) and write ROI [85700:90700, 100368:103240, 44368:48368] (5000, 2872, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/33429 with read ROI [85700:90700, 100368:103240, 60368:64368] (5000, 2872, 4000) and write ROI [85700:90700, 100368:103240, 60368:64368] (5000, 2872, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/42584 with read ROI [85700:90700, 100368:103240, 80368:84368] (5000, 2872, 4000) and write ROI [85700:90700, 100368:103240, 80368:84368] (5000, 2872, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/46680 with read ROI [85700:90700, 100368:103240, 88368:92368] (5000, 2872, 4000) and write ROI [85700:90700, 100368:103240, 88368:92368] (5000, 2872, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/55660 with read ROI [85700:90700, 100368:103240, 104368:108368] (5000, 2872, 4000) and write ROI [85700:90700, 100368:103240, 104368:108368] (5000, 2872, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2213 with read ROI [90700:95700, 368:4368, 16368:20368] (5000, 4000, 4000) and write ROI [90700:95700, 368:4368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3843 with read ROI [90700:95700, 368:4368, 36368:40368] (5000, 4000, 4000) and write ROI [90700:95700, 368:4368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6734 with read ROI [90700:95700, 368:4368, 60368:64368] (5000, 4000, 4000) and write ROI [90700:95700, 368:4368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/13433 with read ROI [90700:95700, 368:4368, 96368:100368] (5000, 4000, 4000) and write ROI [90700:95700, 368:4368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1979 with read ROI [90700:95700, 4368:8368, 8368:12368] (5000, 4000, 4000) and write ROI [90700:95700, 4368:8368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4703 with read ROI [90700:95700, 4368:8368, 40368:44368] (5000, 4000, 4000) and write ROI [90700:95700, 4368:8368, 40368:44368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10088 with read ROI [90700:95700, 4368:8368, 76368:80368] (5000, 4000, 4000) and write ROI [90700:95700, 4368:8368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/17504 with read ROI [90700:95700, 4368:8368, 108368:111944] (5000, 4000, 3576) and write ROI [90700:95700, 4368:8368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3882 with read ROI [90700:95700, 8368:12368, 28368:32368] (5000, 4000, 4000) and write ROI [90700:95700, 8368:12368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10888 with read ROI [90700:95700, 8368:12368, 76368:80368] (5000, 4000, 4000) and write ROI [90700:95700, 8368:12368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/13472 with read ROI [90700:95700, 8368:12368, 88368:92368] (5000, 4000, 4000) and write ROI [90700:95700, 8368:12368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2273 with read ROI [90700:95700, 12368:16368, 4368:8368] (5000, 4000, 4000) and write ROI [90700:95700, 12368:16368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3903 with read ROI [90700:95700, 12368:16368, 24368:28368] (5000, 4000, 4000) and write ROI [90700:95700, 12368:16368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12590 with read ROI [90700:95700, 12368:16368, 80368:84368] (5000, 4000, 4000) and write ROI [90700:95700, 12368:16368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7411 with read ROI [90700:95700, 16368:20368, 48368:52368] (5000, 4000, 4000) and write ROI [90700:95700, 16368:20368, 48368:52368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/16486 with read ROI [90700:95700, 16368:20368, 92368:96368] (5000, 4000, 4000) and write ROI [90700:95700, 16368:20368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7434 with read ROI [90700:95700, 20368:24368, 44368:48368] (5000, 4000, 4000) and write ROI [90700:95700, 20368:24368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/17590 with read ROI [90700:95700, 20368:24368, 92368:96368] (5000, 4000, 4000) and write ROI [90700:95700, 20368:24368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7458 with read ROI [90700:95700, 24368:28368, 40368:44368] (5000, 4000, 4000) and write ROI [90700:95700, 24368:28368, 40368:44368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/19918 with read ROI [90700:95700, 24368:28368, 96368:100368] (5000, 4000, 4000) and write ROI [90700:95700, 24368:28368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12684 with read ROI [90700:95700, 28368:32368, 64368:68368] (5000, 4000, 4000) and write ROI [90700:95700, 28368:32368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7509 with read ROI [90700:95700, 32368:36368, 32368:36368] (5000, 4000, 4000) and write ROI [90700:95700, 32368:36368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/17665 with read ROI [90700:95700, 32368:36368, 80368:84368] (5000, 4000, 4000) and write ROI [90700:95700, 32368:36368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6941 with read ROI [90700:95700, 36368:40368, 24368:28368] (5000, 4000, 4000) and write ROI [90700:95700, 36368:40368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/17692 with read ROI [90700:95700, 36368:40368, 76368:80368] (5000, 4000, 4000) and write ROI [90700:95700, 36368:40368, 76368:80368] (5000, 4000, 4000)
