start
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/0 with read ROI [700:5700, 368:4368, 368:4368] (5000, 4000, 4000) and write ROI [700:5700, 368:4368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2189 with read ROI [60700:65700, 20368:24368, 20368:24368] (5000, 4000, 4000) and write ROI [60700:65700, 20368:24368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6710 with read ROI [60700:65700, 20368:24368, 64368:68368] (5000, 4000, 4000) and write ROI [60700:65700, 20368:24368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2783 with read ROI [60700:65700, 24368:28368, 24368:28368] (5000, 4000, 4000) and write ROI [60700:65700, 24368:28368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8619 with read ROI [60700:65700, 24368:28368, 72368:76368] (5000, 4000, 4000) and write ROI [60700:65700, 24368:28368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2802 with read ROI [60700:65700, 28368:32368, 20368:24368] (5000, 4000, 4000) and write ROI [60700:65700, 28368:32368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7342 with read ROI [60700:65700, 28368:32368, 60368:64368] (5000, 4000, 4000) and write ROI [60700:65700, 28368:32368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3498 with read ROI [60700:65700, 32368:36368, 24368:28368] (5000, 4000, 4000) and write ROI [60700:65700, 32368:36368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9361 with read ROI [60700:65700, 32368:36368, 68368:72368] (5000, 4000, 4000) and write ROI [60700:65700, 32368:36368, 68368:72368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3897 with read ROI [60700:65700, 36368:40368, 24368:28368] (5000, 4000, 4000) and write ROI [60700:65700, 36368:40368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/11723 with read ROI [60700:65700, 36368:40368, 76368:80368] (5000, 4000, 4000) and write ROI [60700:65700, 36368:40368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/17539 with read ROI [60700:65700, 36368:40368, 100368:104368] (5000, 4000, 4000) and write ROI [60700:65700, 36368:40368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/18667 with read ROI [60700:65700, 36368:40368, 104368:108368] (5000, 4000, 4000) and write ROI [60700:65700, 36368:40368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2289 with read ROI [60700:65700, 40368:44368, 368:4368] (5000, 4000, 4000) and write ROI [60700:65700, 40368:44368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2865 with read ROI [60700:65700, 40368:44368, 8368:12368] (5000, 4000, 4000) and write ROI [60700:65700, 40368:44368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3190 with read ROI [60700:65700, 40368:44368, 12368:16368] (5000, 4000, 4000) and write ROI [60700:65700, 40368:44368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3919 with read ROI [60700:65700, 40368:44368, 20368:24368] (5000, 4000, 4000) and write ROI [60700:65700, 40368:44368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10145 with read ROI [60700:65700, 40368:44368, 64368:68368] (5000, 4000, 4000) and write ROI [60700:65700, 40368:44368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5248 with read ROI [60700:65700, 44368:48368, 28368:32368] (5000, 4000, 4000) and write ROI [60700:65700, 44368:48368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12629 with read ROI [60700:65700, 44368:48368, 72368:76368] (5000, 4000, 4000) and write ROI [60700:65700, 44368:48368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9451 with read ROI [60700:65700, 48368:52368, 52368:56368] (5000, 4000, 4000) and write ROI [60700:65700, 48368:52368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/21137 with read ROI [60700:65700, 48368:52368, 100368:104368] (5000, 4000, 4000) and write ROI [60700:65700, 48368:52368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/22412 with read ROI [60700:65700, 48368:52368, 104368:108368] (5000, 4000, 4000) and write ROI [60700:65700, 48368:52368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/23738 with read ROI [60700:65700, 48368:52368, 108368:111944] (5000, 4000, 3576) and write ROI [60700:65700, 48368:52368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3262 with read ROI [60700:65700, 52368:56368, 368:4368] (5000, 4000, 4000) and write ROI [60700:65700, 52368:56368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3613 with read ROI [60700:65700, 52368:56368, 4368:8368] (5000, 4000, 4000) and write ROI [60700:65700, 52368:56368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3991 with read ROI [60700:65700, 52368:56368, 8368:12368] (5000, 4000, 4000) and write ROI [60700:65700, 52368:56368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4397 with read ROI [60700:65700, 52368:56368, 12368:16368] (5000, 4000, 4000) and write ROI [60700:65700, 52368:56368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4832 with read ROI [60700:65700, 52368:56368, 16368:20368] (5000, 4000, 4000) and write ROI [60700:65700, 52368:56368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7477 with read ROI [60700:65700, 52368:56368, 36368:40368] (5000, 4000, 4000) and write ROI [60700:65700, 52368:56368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/16552 with read ROI [60700:65700, 52368:56368, 80368:84368] (5000, 4000, 4000) and write ROI [60700:65700, 52368:56368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6347 with read ROI [60700:65700, 56368:60368, 24368:28368] (5000, 4000, 4000) and write ROI [60700:65700, 56368:60368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12704 with read ROI [60700:65700, 56368:60368, 60368:64368] (5000, 4000, 4000) and write ROI [60700:65700, 56368:60368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6374 with read ROI [60700:65700, 60368:64368, 20368:24368] (5000, 4000, 4000) and write ROI [60700:65700, 60368:64368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/12731 with read ROI [60700:65700, 60368:64368, 56368:60368] (5000, 4000, 4000) and write ROI [60700:65700, 60368:64368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/22490 with read ROI [60700:65700, 60368:64368, 92368:96368] (5000, 4000, 4000) and write ROI [60700:65700, 60368:64368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/13662 with read ROI [60700:65700, 64368:68368, 56368:60368] (5000, 4000, 4000) and write ROI [60700:65700, 64368:68368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/17714 with read ROI [60700:65700, 64368:68368, 72368:76368] (5000, 4000, 4000) and write ROI [60700:65700, 64368:68368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8883 with read ROI [60700:65700, 68368:72368, 28368:32368] (5000, 4000, 4000) and write ROI [60700:65700, 68368:72368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/16662 with read ROI [60700:65700, 68368:72368, 64368:68368] (5000, 4000, 4000) and write ROI [60700:65700, 68368:72368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/28167 with read ROI [60700:65700, 68368:72368, 100368:104368] (5000, 4000, 4000) and write ROI [60700:65700, 68368:72368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/29707 with read ROI [60700:65700, 68368:72368, 104368:108368] (5000, 4000, 4000) and write ROI [60700:65700, 68368:72368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/31303 with read ROI [60700:65700, 68368:72368, 108368:111944] (5000, 4000, 3576) and write ROI [60700:65700, 68368:72368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5437 with read ROI [60700:65700, 72368:76368, 368:4368] (5000, 4000, 4000) and write ROI [60700:65700, 72368:76368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5933 with read ROI [60700:65700, 72368:76368, 4368:8368] (5000, 4000, 4000) and write ROI [60700:65700, 72368:76368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6461 with read ROI [60700:65700, 72368:76368, 8368:12368] (5000, 4000, 4000) and write ROI [60700:65700, 72368:76368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7022 with read ROI [60700:65700, 72368:76368, 12368:16368] (5000, 4000, 4000) and write ROI [60700:65700, 72368:76368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7617 with read ROI [60700:65700, 72368:76368, 16368:20368] (5000, 4000, 4000) and write ROI [60700:65700, 72368:76368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10357 with read ROI [60700:65700, 72368:76368, 32368:36368] (5000, 4000, 4000) and write ROI [60700:65700, 72368:76368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/20077 with read ROI [60700:65700, 72368:76368, 72368:76368] (5000, 4000, 4000) and write ROI [60700:65700, 72368:76368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9647 with read ROI [60700:65700, 76368:80368, 24368:28368] (5000, 4000, 4000) and write ROI [60700:65700, 76368:80368, 24368:28368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/20108 with read ROI [60700:65700, 76368:80368, 68368:72368] (5000, 4000, 4000) and write ROI [60700:65700, 76368:80368, 68368:72368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8976 with read ROI [60700:65700, 80368:84368, 16368:20368] (5000, 4000, 4000) and write ROI [60700:65700, 80368:84368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/16755 with read ROI [60700:65700, 80368:84368, 52368:56368] (5000, 4000, 4000) and write ROI [60700:65700, 80368:84368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/25344 with read ROI [60700:65700, 80368:84368, 80368:84368] (5000, 4000, 4000) and write ROI [60700:65700, 80368:84368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/15753 with read ROI [60700:65700, 84368:88368, 44368:48368] (5000, 4000, 4000) and write ROI [60700:65700, 84368:88368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/28293 with read ROI [60700:65700, 84368:88368, 84368:88368] (5000, 4000, 4000) and write ROI [60700:65700, 84368:88368, 84368:88368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/14797 with read ROI [60700:65700, 88368:92368, 36368:40368] (5000, 4000, 4000) and write ROI [60700:65700, 88368:92368, 36368:40368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/31463 with read ROI [60700:65700, 88368:92368, 88368:92368] (5000, 4000, 4000) and write ROI [60700:65700, 88368:92368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/17938 with read ROI [60700:65700, 92368:96368, 44368:48368] (5000, 4000, 4000) and write ROI [60700:65700, 92368:96368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/33151 with read ROI [60700:65700, 92368:96368, 88368:92368] (5000, 4000, 4000) and write ROI [60700:65700, 92368:96368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/22778 with read ROI [60700:65700, 96368:100368, 56368:60368] (5000, 4000, 4000) and write ROI [60700:65700, 96368:100368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/38498 with read ROI [60700:65700, 96368:100368, 96368:100368] (5000, 4000, 4000) and write ROI [60700:65700, 96368:100368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/33224 with read ROI [60700:65700, 100368:103240, 80368:84368] (5000, 2872, 4000) and write ROI [60700:65700, 100368:103240, 80368:84368] (5000, 2872, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/36705 with read ROI [60700:65700, 100368:103240, 88368:92368] (5000, 2872, 4000) and write ROI [60700:65700, 100368:103240, 88368:92368] (5000, 2872, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/46475 with read ROI [60700:65700, 100368:103240, 108368:111944] (5000, 2872, 3576) and write ROI [60700:65700, 100368:103240, 108368:111944] (5000, 2872, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/920 with read ROI [65700:70700, 368:4368, 12368:16368] (5000, 4000, 4000) and write ROI [65700:70700, 368:4368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1644 with read ROI [65700:70700, 368:4368, 28368:32368] (5000, 4000, 4000) and write ROI [65700:70700, 368:4368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3758 with read ROI [65700:70700, 368:4368, 56368:60368] (5000, 4000, 4000) and write ROI [65700:70700, 368:4368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6088 with read ROI [65700:70700, 368:4368, 76368:80368] (5000, 4000, 4000) and write ROI [65700:70700, 368:4368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8540 with read ROI [65700:70700, 368:4368, 92368:96368] (5000, 4000, 4000) and write ROI [65700:70700, 368:4368, 92368:96368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/11584 with read ROI [65700:70700, 368:4368, 108368:111944] (5000, 4000, 3576) and write ROI [65700:70700, 368:4368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1448 with read ROI [65700:70700, 4368:8368, 20368:24368] (5000, 4000, 4000) and write ROI [65700:70700, 4368:8368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3043 with read ROI [65700:70700, 4368:8368, 44368:48368] (5000, 4000, 4000) and write ROI [65700:70700, 4368:8368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/5078 with read ROI [65700:70700, 4368:8368, 64368:68368] (5000, 4000, 4000) and write ROI [65700:70700, 4368:8368, 64368:68368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7258 with read ROI [65700:70700, 4368:8368, 80368:84368] (5000, 4000, 4000) and write ROI [65700:70700, 4368:8368, 80368:84368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/9998 with read ROI [65700:70700, 4368:8368, 96368:100368] (5000, 4000, 4000) and write ROI [65700:70700, 4368:8368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1102 with read ROI [65700:70700, 8368:12368, 8368:12368] (5000, 4000, 4000) and write ROI [65700:70700, 8368:12368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2157 with read ROI [65700:70700, 8368:12368, 28368:32368] (5000, 4000, 4000) and write ROI [65700:70700, 8368:12368, 28368:32368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4193 with read ROI [65700:70700, 8368:12368, 52368:56368] (5000, 4000, 4000) and write ROI [65700:70700, 8368:12368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7273 with read ROI [65700:70700, 8368:12368, 76368:80368] (5000, 4000, 4000) and write ROI [65700:70700, 8368:12368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/11613 with read ROI [65700:70700, 8368:12368, 100368:104368] (5000, 4000, 4000) and write ROI [65700:70700, 8368:12368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1689 with read ROI [65700:70700, 12368:16368, 16368:20368] (5000, 4000, 4000) and write ROI [65700:70700, 12368:16368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3425 with read ROI [65700:70700, 12368:16368, 40368:44368] (5000, 4000, 4000) and write ROI [65700:70700, 12368:16368, 40368:44368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7289 with read ROI [65700:70700, 12368:16368, 72368:76368] (5000, 4000, 4000) and write ROI [65700:70700, 12368:16368, 72368:76368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/11629 with read ROI [65700:70700, 12368:16368, 96368:100368] (5000, 4000, 4000) and write ROI [65700:70700, 12368:16368, 96368:100368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3091 with read ROI [65700:70700, 16368:20368, 32368:36368] (5000, 4000, 4000) and write ROI [65700:70700, 16368:20368, 32368:36368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/10826 with read ROI [65700:70700, 16368:20368, 88368:92368] (5000, 4000, 4000) and write ROI [65700:70700, 16368:20368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/6168 with read ROI [65700:70700, 20368:24368, 56368:60368] (5000, 4000, 4000) and write ROI [65700:70700, 20368:24368, 56368:60368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/14374 with read ROI [65700:70700, 20368:24368, 100368:104368] (5000, 4000, 4000) and write ROI [65700:70700, 20368:24368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/15364 with read ROI [65700:70700, 20368:24368, 104368:108368] (5000, 4000, 4000) and write ROI [65700:70700, 20368:24368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/16399 with read ROI [65700:70700, 20368:24368, 108368:111944] (5000, 4000, 3576) and write ROI [65700:70700, 20368:24368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1533 with read ROI [65700:70700, 24368:28368, 368:4368] (5000, 4000, 4000) and write ROI [65700:70700, 24368:28368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1743 with read ROI [65700:70700, 24368:28368, 4368:8368] (5000, 4000, 4000) and write ROI [65700:70700, 24368:28368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1974 with read ROI [65700:70700, 24368:28368, 8368:12368] (5000, 4000, 4000) and write ROI [65700:70700, 24368:28368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2227 with read ROI [65700:70700, 24368:28368, 12368:16368] (5000, 4000, 4000) and write ROI [65700:70700, 24368:28368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2503 with read ROI [65700:70700, 24368:28368, 16368:20368] (5000, 4000, 4000) and write ROI [65700:70700, 24368:28368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2803 with read ROI [65700:70700, 24368:28368, 20368:24368] (5000, 4000, 4000) and write ROI [65700:70700, 24368:28368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7343 with read ROI [65700:70700, 24368:28368, 60368:64368] (5000, 4000, 4000) and write ROI [65700:70700, 24368:28368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/15383 with read ROI [65700:70700, 24368:28368, 100368:104368] (5000, 4000, 4000) and write ROI [65700:70700, 24368:28368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/16418 with read ROI [65700:70700, 24368:28368, 104368:108368] (5000, 4000, 4000) and write ROI [65700:70700, 24368:28368, 104368:108368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/17499 with read ROI [65700:70700, 24368:28368, 108368:111944] (5000, 4000, 3576) and write ROI [65700:70700, 24368:28368, 108368:111944] (5000, 4000, 3576)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1763 with read ROI [65700:70700, 28368:32368, 368:4368] (5000, 4000, 4000) and write ROI [65700:70700, 28368:32368, 368:4368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/1994 with read ROI [65700:70700, 28368:32368, 4368:8368] (5000, 4000, 4000) and write ROI [65700:70700, 28368:32368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2247 with read ROI [65700:70700, 28368:32368, 8368:12368] (5000, 4000, 4000) and write ROI [65700:70700, 28368:32368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2523 with read ROI [65700:70700, 28368:32368, 12368:16368] (5000, 4000, 4000) and write ROI [65700:70700, 28368:32368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2823 with read ROI [65700:70700, 28368:32368, 16368:20368] (5000, 4000, 4000) and write ROI [65700:70700, 28368:32368, 16368:20368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3148 with read ROI [65700:70700, 28368:32368, 20368:24368] (5000, 4000, 4000) and write ROI [65700:70700, 28368:32368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/7993 with read ROI [65700:70700, 28368:32368, 60368:64368] (5000, 4000, 4000) and write ROI [65700:70700, 28368:32368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2544 with read ROI [65700:70700, 32368:36368, 8368:12368] (5000, 4000, 4000) and write ROI [65700:70700, 32368:36368, 8368:12368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3520 with read ROI [65700:70700, 32368:36368, 20368:24368] (5000, 4000, 4000) and write ROI [65700:70700, 32368:36368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8680 with read ROI [65700:70700, 32368:36368, 60368:64368] (5000, 4000, 4000) and write ROI [65700:70700, 32368:36368, 60368:64368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/14434 with read ROI [65700:70700, 32368:36368, 88368:92368] (5000, 4000, 4000) and write ROI [65700:70700, 32368:36368, 88368:92368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8036 with read ROI [65700:70700, 36368:40368, 52368:56368] (5000, 4000, 4000) and write ROI [65700:70700, 36368:40368, 52368:56368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/18690 with read ROI [65700:70700, 36368:40368, 100368:104368] (5000, 4000, 4000) and write ROI [65700:70700, 36368:40368, 100368:104368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/2889 with read ROI [65700:70700, 40368:44368, 4368:8368] (5000, 4000, 4000) and write ROI [65700:70700, 40368:44368, 4368:8368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/3565 with read ROI [65700:70700, 40368:44368, 12368:16368] (5000, 4000, 4000) and write ROI [65700:70700, 40368:44368, 12368:16368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/4349 with read ROI [65700:70700, 40368:44368, 20368:24368] (5000, 4000, 4000) and write ROI [65700:70700, 40368:44368, 20368:24368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/13533 with read ROI [65700:70700, 40368:44368, 76368:80368] (5000, 4000, 4000) and write ROI [65700:70700, 40368:44368, 76368:80368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/8083 with read ROI [65700:70700, 44368:48368, 44368:48368] (5000, 4000, 4000) and write ROI [65700:70700, 44368:48368, 44368:48368] (5000, 4000, 4000)
upload_edges_macroglossum_lamina_setup_03_0_2_FBOK_600000_0/17609 with read ROI [65700:70700, 44368:48368, 88368:92368] (5000, 4000, 4000) and write ROI [65700:70700, 44368:48368, 88368:92368] (5000, 4000, 4000)
